"Interview_difficulty","Interview_experience","Offer","Company_name","Referral","process_time","sector"
NA,NA,"Offer","Deloitte","College Or University",60,"Consulting"
"Average Interview","Positive Experience","Offer","Deloitte","Online",14,"Consulting"
NA,"Positive Experience","No Offer","Deloitte",NA,NA,"Consulting"
"Average Interview","Positive Experience","Offer","Deloitte",NA,7,"Consulting"
"Easy Interview","Positive Experience","No Offer","Deloitte","College Or University",NA,"Consulting"
"Easy Interview","Positive Experience","Offer","Deloitte","Online",NA,"Consulting"
"Easy Interview","Positive Experience","Offer","Deloitte","College Or University",21,"Consulting"
"Easy Interview","Positive Experience","Offer","Deloitte","College Or University",2,"Consulting"
"Average Interview","Neutral Experience","No Offer","Deloitte","College Or University",1,"Consulting"
"Difficult Interview","Positive Experience","Offer","Deloitte",NA,NA,"Consulting"
"Average Interview","Positive Experience","Offer","Deloitte","College Or University",14,"Consulting"
"Average Interview","Positive Experience","No Offer","Deloitte","College Or University",1,"Consulting"
"Average Interview","Positive Experience","Offer","Deloitte",NA,7,"Consulting"
"Average Interview","Neutral Experience","No Offer","Deloitte","College Or University",1,"Consulting"
"Average Interview","Positive Experience","Offer","Deloitte","Online",90,"Consulting"
NA,NA,"Offer","Deloitte",NA,NA,"Consulting"
"Difficult Interview","Positive Experience","Offer","Deloitte","College Or University",49,"Consulting"
"Average Interview","Positive Experience","Offer","Deloitte","College Or University",2,"Consulting"
"Average Interview","Positive Experience","Offer","Deloitte","College Or University",330,"Consulting"
NA,"Neutral Experience","No Offer","Deloitte","College Or University",NA,"Consulting"
"Difficult Interview",NA,"No Offer","Deloitte","College Or University",NA,"Consulting"
NA,NA,"Offer","Deloitte","Online",60,"Consulting"
"Easy Interview","Positive Experience","Offer","Deloitte","College Or University",14,"Consulting"
"Easy Interview","Positive Experience","Offer","Deloitte","College Or University",14,"Consulting"
"Easy Interview","Positive Experience","Offer","Deloitte","College Or University",NA,"Consulting"
"Average Interview","Neutral Experience","No Offer","Deloitte","Online",7,"Consulting"
NA,NA,"No Offer","Deloitte","College Or University",NA,"Consulting"
"Average Interview","Positive Experience","Offer","Deloitte","College Or University",14,"Consulting"
"Average Interview",NA,"No Offer","Deloitte","College Or University",NA,"Consulting"
NA,NA,"No Offer","Deloitte","College Or University",NA,"Consulting"
"Difficult Interview","Positive Experience","Offer","Deloitte","College Or University",60,"Consulting"
"Difficult Interview","Positive Experience","Offer","Deloitte","College Or University",14,"Consulting"
NA,NA,"Offer","Deloitte","College Or University",NA,"Consulting"
NA,NA,"Offer","Deloitte",NA,NA,"Consulting"
"Easy Interview","Positive Experience","Offer","Deloitte","College Or University",120,"Consulting"
"Average Interview","Positive Experience","Offer","Deloitte",NA,NA,"Consulting"
"Average Interview","Positive Experience","Offer","Deloitte","College Or University",NA,"Consulting"
"Easy Interview","Positive Experience","Offer","Deloitte","College Or University",2,"Consulting"
NA,NA,"Offer","Deloitte",NA,NA,"Consulting"
"Average Interview","Positive Experience","No Offer","Deloitte","College Or University",14,"Consulting"
"Average Interview","Positive Experience","Offer","Deloitte","College Or University",NA,"Consulting"
"Average Interview","Negative Experience","No Offer","Deloitte","College Or University",21,"Consulting"
"Easy Interview","Positive Experience","Offer","Deloitte","College Or University",NA,"Consulting"
"Average Interview","Positive Experience","Offer","Deloitte","College Or University",28,"Consulting"
"Average Interview","Neutral Experience","Offer","Deloitte","College Or University",NA,"Consulting"
"Average Interview","Positive Experience","No Offer","Deloitte","College Or University",NA,"Consulting"
"Average Interview","Positive Experience","Offer","Deloitte","Online",NA,"Consulting"
"Easy Interview","Positive Experience","Offer","Deloitte","College Or University",2,"Consulting"
"Average Interview","Positive Experience","Offer","Deloitte","Recruiter",1,"Consulting"
"Easy Interview","Positive Experience","Offer","Deloitte","Recruiter",35,"Consulting"
"Average Interview","Positive Experience","No Offer","Deloitte","College Or University",NA,"Consulting"
"Average Interview","Positive Experience","No Offer","Deloitte","College Or University",NA,"Consulting"
"Average Interview","Positive Experience","Offer","Deloitte",NA,NA,"Consulting"
"Easy Interview","Positive Experience","No Offer","Deloitte","College Or University",NA,"Consulting"
"Easy Interview","Positive Experience","No Offer","Deloitte","College Or University",14,"Consulting"
"Difficult Interview","Neutral Experience","Offer","Deloitte","College Or University",28,"Consulting"
"Average Interview","Positive Experience","No Offer","Deloitte","College Or University",28,"Consulting"
"Easy Interview","Positive Experience","No Offer","Deloitte","College Or University",NA,"Consulting"
"Average Interview","Positive Experience","No Offer","Deloitte","College Or University",1,"Consulting"
"Average Interview","Positive Experience","Offer","Deloitte","College Or University",NA,"Consulting"
"Average Interview","Neutral Experience","No Offer","Deloitte","College Or University",NA,"Consulting"
"Average Interview","Neutral Experience","No Offer","Deloitte","College Or University",NA,"Consulting"
"Easy Interview","Positive Experience","Offer","Deloitte","College Or University",28,"Consulting"
NA,"Positive Experience","Offer","Deloitte",NA,NA,"Consulting"
"Average Interview","Positive Experience","Offer","Deloitte","College Or University",28,"Consulting"
"Easy Interview","Positive Experience","No Offer","Deloitte","College Or University",NA,"Consulting"
"Difficult Interview","Positive Experience","Offer","Deloitte",NA,NA,"Consulting"
"Average Interview","Positive Experience","Offer","Deloitte","College Or University",NA,"Consulting"
"Average Interview","Positive Experience","Offer","Deloitte","College Or University",NA,"Consulting"
"Average Interview","Positive Experience","Offer","Deloitte","College Or University",NA,"Consulting"
"Average Interview","Positive Experience","Offer","Deloitte","College Or University",NA,"Consulting"
"Easy Interview","Positive Experience","No Offer","Deloitte","College Or University",NA,"Consulting"
"Average Interview","Positive Experience","Offer","Deloitte","College Or University",NA,"Consulting"
"Average Interview","Positive Experience","No Offer","Deloitte","College Or University",NA,"Consulting"
"Easy Interview","Positive Experience","Offer","Deloitte","College Or University",NA,"Consulting"
NA,"Positive Experience","Offer","Deloitte",NA,NA,"Consulting"
"Average Interview","Positive Experience","Offer","Deloitte","College Or University",NA,"Consulting"
"Average Interview","Neutral Experience","No Offer","Deloitte",NA,60,"Consulting"
"Easy Interview","Neutral Experience","Offer","Deloitte","College Or University",28,"Consulting"
"Easy Interview","Positive Experience","Offer","Deloitte","College Or University",28,"Consulting"
"Average Interview","Positive Experience","Offer","Deloitte","College Or University",21,"Consulting"
"Difficult Interview","Positive Experience","No Offer","Deloitte","College Or University",14,"Consulting"
"Difficult Interview","Positive Experience","Offer","Deloitte",NA,NA,"Consulting"
NA,"Negative Experience","Offer","Deloitte","College Or University",NA,"Consulting"
"Average Interview","Positive Experience","Offer","Deloitte","College Or University",21,"Consulting"
"Average Interview","Positive Experience","No Offer","Deloitte","Recruiter",14,"Consulting"
"Average Interview","Positive Experience","Offer","Deloitte","Employee Referral",21,"Consulting"
"Average Interview","Positive Experience","Offer","Deloitte","College Or University",14,"Consulting"
"Average Interview","Neutral Experience","No Offer","Deloitte","College Or University",NA,"Consulting"
"Average Interview","Positive Experience","No Offer","Deloitte","College Or University",21,"Consulting"
"Average Interview","Positive Experience","Offer","Deloitte","College Or University",2,"Consulting"
"Average Interview","Positive Experience","Offer","Deloitte","College Or University",2,"Consulting"
"Average Interview","Positive Experience","Offer","Deloitte","College Or University",28,"Consulting"
"Average Interview","Positive Experience","Offer","Deloitte","College Or University",14,"Consulting"
"Easy Interview","Positive Experience","No Offer","Deloitte","Employee Referral",1,"Consulting"
"Difficult Interview","Positive Experience","Offer","Deloitte",NA,28,"Consulting"
"Easy Interview","Positive Experience","Offer","Deloitte","Other Source",2,"Consulting"
NA,NA,"No Offer","Deloitte","Online",NA,"Consulting"
"Average Interview",NA,"No Offer","Deloitte",NA,NA,"Consulting"
"Average Interview","Positive Experience","No Offer","Deloitte","College Or University",NA,"Consulting"
"Easy Interview","Positive Experience","No Offer","Deloitte","College Or University",NA,"Consulting"
"Average Interview","Neutral Experience","No Offer","Deloitte","College Or University",NA,"Consulting"
"Easy Interview","Positive Experience","Offer","Deloitte","College Or University",NA,"Consulting"
"Difficult Interview","Neutral Experience","No Offer","Deloitte","College Or University",21,"Consulting"
"Easy Interview","Positive Experience","Offer","Deloitte","College Or University",21,"Consulting"
"Average Interview","Positive Experience","Offer","Deloitte","College Or University",2,"Consulting"
"Average Interview","Positive Experience","Offer","Deloitte","College Or University",2,"Consulting"
"Average Interview","Positive Experience","Offer","Deloitte","College Or University",21,"Consulting"
"Difficult Interview","Positive Experience","No Offer","Deloitte","College Or University",14,"Consulting"
"Easy Interview","Positive Experience","Offer","Deloitte","Employee Referral",14,"Consulting"
"Average Interview","Neutral Experience","No Offer","Deloitte","College Or University",NA,"Consulting"
"Easy Interview","Neutral Experience","Offer","Deloitte","College Or University",28,"Consulting"
"Average Interview","Positive Experience","Offer","Deloitte","Other Source",56,"Consulting"
"Difficult Interview","Negative Experience","No Offer","Deloitte","College Or University",NA,"Consulting"
"Average Interview","Positive Experience","Offer","Deloitte","College Or University",90,"Consulting"
"Difficult Interview","Positive Experience","Offer","Deloitte","Employee Referral",21,"Consulting"
"Average Interview","Positive Experience","Offer","Deloitte","Employee Referral",2,"Consulting"
"Average Interview","Negative Experience","Offer","Deloitte","Recruiter",21,"Consulting"
"Average Interview","Positive Experience","Offer","Deloitte","College Or University",35,"Consulting"
"Average Interview","Positive Experience","Offer","Deloitte","College Or University",NA,"Consulting"
NA,"Positive Experience","Offer","Deloitte","College Or University",21,"Consulting"
"Average Interview","Neutral Experience","Offer","Deloitte","Online",90,"Consulting"
"Average Interview","Neutral Experience","Offer","Deloitte","Other Source",NA,"Consulting"
"Difficult Interview","Negative Experience","No Offer","Deloitte","College Or University",1,"Consulting"
"Average Interview","Positive Experience","Offer","Deloitte","College Or University",5,"Consulting"
"Average Interview","Neutral Experience","Offer","Deloitte","College Or University",28,"Consulting"
"Easy Interview","Positive Experience","Offer","Deloitte","College Or University",21,"Consulting"
"Average Interview","Positive Experience","Offer","Deloitte","Other Source",NA,"Consulting"
"Average Interview","Neutral Experience","Offer","Deloitte","College Or University",60,"Consulting"
"Average Interview","Positive Experience","Offer","Deloitte","College Or University",21,"Consulting"
"Easy Interview","Positive Experience","Offer","Deloitte","Online",2,"Consulting"
"Easy Interview","Positive Experience","Offer","Deloitte","College Or University",35,"Consulting"
"Average Interview","Positive Experience","Offer","Deloitte","College Or University",28,"Consulting"
"Average Interview","Positive Experience","Offer","Deloitte","College Or University",14,"Consulting"
"Average Interview","Positive Experience","Offer","Deloitte","College Or University",14,"Consulting"
"Average Interview","Positive Experience","No Offer","Deloitte","College Or University",NA,"Consulting"
"Easy Interview","Positive Experience","Offer","Deloitte","College Or University",21,"Consulting"
"Average Interview","Negative Experience","Offer","Deloitte","College Or University",3,"Consulting"
"Average Interview","Neutral Experience","Offer","Deloitte","College Or University",2,"Consulting"
"Average Interview","Positive Experience","Offer","Deloitte","College Or University",14,"Consulting"
